Wavelength (nm)	Dilution Corrected Absorbance
230	1.101846
233	1.019078
236	0.9476753
239	0.881358
242	0.8303612
245	0.7840328
248	0.7479058
251	0.7160719
254	0.6918123
257	0.6712071
260	0.65779
263	0.6514311
266	0.6510851
269	0.6533887
272	0.6556599
275	0.6556925
278	0.6507976
281	0.6384312
284	0.6074248
287	0.5927601
290	0.5649351
293	0.539275
296	0.5162827
299	0.4960392
302	0.4789066
305	0.4645938
308	0.4524497
311	0.4413883
314	0.4300577
317	0.4187438
320	0.4055623
323	0.3893854
326	0.3713537
329	0.3524371
332	0.3320462
335	0.3116605
338	0.2910137
341	0.2700051
344	0.2500421
347	0.230845
350	0.2133836
353	0.1964981
356	0.1809785
359	0.167798
362	0.1551112
365	0.1438652
368	0.1339205
371	0.1247107
374	0.116241
377	0.1091263
380	0.1028281
383	0.097216
386	0.09193657
389	0.08717958
392	0.08290565
395	0.0790178
398	0.0755984
401	0.07263195
404	0.06926578
407	0.06626411
410	0.06358192
413	0.06066761
416	0.05843175
419	0.05634579
422	0.05439729
425	0.05239505
428	0.0505428
431	0.04884891
434	0.04713836
437	0.04563663
440	0.04430842
443	0.04307554
446	0.04181023
449	0.04062402
452	0.039796
455	0.03849208
458	0.03754692
461	0.03646524
464	0.03557256
467	0.03479876
470	0.03398179
473	0.03325397
476	0.03246545
479	0.03156363
482	0.0307168
485	0.03019888
488	0.0292935
491	0.02834151
494	0.02747447
497	0.02692954
500	0.02613001
503	0.02538943
506	0.02480228
509	0.02402156
512	0.02343388
515	0.02288436
518	0.02203055
521	0.0212481
524	0.02057911
527	0.01993759
530	0.0192594
533	0.01848525
536	0.01796745
539	0.01732358
542	0.01693616
545	0.01658888
548	0.01591888
551	0.01549196
554	0.01492886
557	0.01462802
560	0.0142346
563	0.01395287
566	0.01366223
569	0.01327776
572	0.01294959
575	0.01272682
578	0.01246678
581	0.01204126
584	0.01174371
587	0.01147614
590	0.01115571
593	0.0109257
596	0.010697
599	0.01036567
602	0.01016532
605	0.01001901
608	0.009754839
611	0.009671108
614	0.009566981
617	0.00932741
620	0.009187879
623	0.008877172
626	0.008867691
629	0.008720413
632	0.008622932
635	0.008427254
638	0.00819861
641	0.008228708
644	0.00788409
647	0.007703142
650	0.00753159
653	0.007364483
656	0.007136376
659	0.006738724
662	0.006486336
665	0.006242099
668	0.006258083
671	0.006228965
674	0.006157241
677	0.005995542
680	0.00585547
683	0.005461624
686	0.005682515
689	0.005735428
692	0.005462977
695	0.005136845
698	0.004945199
701	0.004810335
704	0.004502436
707	0.004215658
710	0.004044816
713	0.003775782
716	0.003461647
719	0.003244184
722	0.002842817
725	0.002428755
728	0.002005615
731	0.001587922
734	0.0008122565
737	-0.0001419149
740	-0.0004086661
743	-0.0004432343
746	-0.0004599829
749	-0.0001302447
752	6.796422e-05
755	0.0005385432
758	0.0006723702
761	0.0007490534
764	0.001283792
767	0.001452245
770	0.001787173
773	0.002026036
776	0.002047473
779	0.002439249
782	0.002227768
785	0.002607129
788	0.00265011
791	0.003028097
794	0.00318632
797	0.002578171
800	0.002996154
